id_herb	produto_comercial	empresa	ingrediente	link	registro	dose_(g/L)_(g/kg)	equivalente_acido	Formulacao	soja	soja_dessecação	soja_omg	soja_spd	milho	milho_ogm	milho_spd	algodão_spd	algodão_ogm	algodão	sorgo	algodão_ogm	café_spd	café	trigo_spd	trigo	gramíneas_forrageiras	arroz	arroz_sequeiro	arroz_irrig_spd	arroz_irrigado	arroz_spd	feijão	aveia_preta	Feijão_spd	feijão_vagem	feijão_fava	feijão_guandu	feijão_mungo	feijão_caupi	grão_de_bico	azevém	aveia	lentilha	cana_spd	cana_soca	cana_maturação	Cana_dessecação	cana_roughing	cana	aveia_preta	mandioca	pastagem_spd	pastagem	vazio_sanitário	manejo_outonal	amendoim	centeio	cevada	canola	abacaxi	citros	citros_spd	melão	eucalipto_implantação_da_flores	Eucalipto_Rebrote	eucalipto	pinus_implantação_da_flores	pinus	seringueira	acácia_negra	estrelicia	girassol	quiabo	tomate	alho	banana	cebola	cenoura	batata_dessecação	batata	alface	repolho	jiló	pimenta	pimentão	brocolis	couve-flor	beterraba	batata-doce	berinjela	batata-salsa	fumo	morango	camomila	gengibre	batata_yacon	alfafa	salsa	coentro	braquiaria	aveia	milheto	inhame	ervilha	sorgo	caju	goiaba	manga	mangaba	pera	uva	maçã	ameixa	mamão	melancia	pessego	nectarina	dendê	duboisia	triticale	crisântemo	centeio	cacau	não_agrícola	seringueira	escarola	sisal	côco	momona	caqui	açaí	cará	nabo	mandioquinha-salsa	carambola	rabanete	figo	castanha_do_pará	macadâmia	pinhão	noz_pecã	pupunha	gladíolo	vagem	área_de_pousio	área_não_cultivada	abacate	gramados	espinafre	manejo_outonal	rosa	todas_as_culturas_com_ocorrência_do_alvo_biológico	tabaco	tratamento_do_solo
465	Navajo	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	2,4-D (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/navajo_4770.html	1903	970		Granulado Dispersível (WG)	x				x									x		x		x																						x				x																																																																																																					
466	Navigator	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	picloram (acido piridinocarboxilico)	https://www.agrolink.com.br/agrolinkfito/produto/navigator_7935.html	6008	240		Concentrado Solúvel (SL)																																												x																																																																																																					
467	Nico	BRA Defensivos Agricolas Ltda. (Piracicaba)	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nico_8721.html	12612	40		Suspensão Concentrada (SC)					x																																																																																																																																												
468	Nico 750 WG	BRA Defensivos Agricolas Ltda. (Piracicaba)	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nico-750-wg_10950.html	25319	750		Granulado Dispersível (WG)					x																																																																																																																																												
469	Nicopec	Tradecorp do Brasil Comércio de insumos Agricolas Ltda	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nicopec_10274.html	15316	40		Suspensão Concentrada (SC)					x																																																																																																																																												
470	Nicosulfuron Nortox	Nortox S.A. - Arapongas	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nicosulfuron-nortox_10223.html	4116	40		Suspensão Concentrada (SC)					x																																																																																																																																												
471	Nicosulfuron Nortox 40 SC	Nortox S.A. - Arapongas	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nicosulfuron-nortox-40-sc_6010.html	2903	40		Suspensão Concentrada (SC)					x																																																																																																																																												
472	Nicosulfuron Nortox 750 WG	Nortox S.A. - Arapongas	nicossulfurom (sulfonilurea)	http://agrofit.agricultura.gov.br/agrofit_cons/principal_agrofit_cons	28519	750		Granulado Dispersível (WG)					x																																																																																																																																												
473	Nippon	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nippon_10888.html	10219	40		Suspensão Concentrada (SC)					x																																																																																																																																												
474	Nippon 40	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	nicossulfurom (sulfonilurea) + nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nippon-40_5695.html	4803	40		Suspensão Concentrada (SC)					x																																																																																																																																												
475	Nisshin	ISK Biosciences do Brasil Defensivos Agricolas Ltda	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nisshin_8192.html	8097	750		Granulado Dispersível (WG)					x																																																																																																																																												
476	Nominee 400 SC	Iharabras S.A. Indústria Químicas - Sorocaba	Bispiribaque-sodico (Acido pirimidiniloxibenzóico)	https://www.agrolink.com.br/agrolinkfito/produto/nominee-400-sc_3364.html	6197	400		Suspensão Concentrada (SC)																		x																																																																																																																															
477	Nongrass	Albaugh Agro Brasil Ltda.- Sao Paulo	tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/nongrass_10790.html	36318	500		Suspensão Concentrada (SC)																																								x																																																																																																									
478	Norton	Nortox S.A. - Arapongas	picloram-trietanolamina (acido piridinocarboxilico) + 2,4-D-trietanolamina (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/norton_8323.html	11409	103,5 + 402		Concentrado Solúvel (SL)																		x																										x																																																																																																					
479	Nufosate	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	glifosato (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/nufosate_8916.html	11013	480	360	Concentrado Solúvel (SL)	x				x									x		x		x																						x				x								x					x		x								x																																		x	x	x				x	x						x																															
480	Nufosate BR	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	glifosato-sal de isopropilamina (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/nufosate-br_4772.html	1103	480	360	Concentrado Solúvel (SL)	x				x					x				x				x																						x												x																																																																																													
481	Nufosate WG	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	glifosato (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/nufosate-wg_10055.html	13714	792,5	720	Granulado Dispersível (WG)	x				x					x				x		x		x																						x				x								x															x																																		x	x	x	x			x	x						x																															
482	Nufuron	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	metsulfurom-metilico (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/nufuron_7628.html	15107	600		Granulado Dispersível (WG)														x		x		x																										x																																																																																																					
483	Nuquat	Nufarm Indústria Química e Farmacêutica S.A. - Maracanaú	dicloreto de paraquate (bipiridílio)	https://www.agrolink.com.br/agrolinkfito/produto/nuquat_10193.html	1216	200		Concentrado Solúvel (SL)	x				x					x				x		x		x					x																	x												x															x				x																																x																																										
484	OFF ROAD	Ouro Fino Química S.A. - Uberaba	Glufosinato - sal de amônio (homoalanina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/off-road_11083.html	4220	200		Concentrado Solúvel (SL)	x				x					x				x		x							x																	x									x			x					x										x				x	x	x																													x	x				x	x																																					
485	Onesa	Lemma Agronegócios Importação e Exportação Ltda.	nicossulfurom (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/onesa_8904.html	10113	40		Suspensão Concentrada (SC)					x																																																																																																																																												
486	Only	Basf S.A. – Sao Paulo	imazapique (imidazolinona) + imazetapir (imidazolinona)	https://www.agrolink.com.br/agrolinkfito/produto/only_5770.html	5203	25 + 75		Concentrado Solúvel (SL)																		x																																																																																																																															
487	Orbit	Sinon do Brasil Ltda. - Porto Alegre /RS.	Paraquate (bipiridílio)	https://www.agrolink.com.br/agrolinkfito/produto/orbit_8400.html	2010	200	200	Concentrado Solúvel (SL)	x				x					x				x		x		x					x																	x												x															x				x																																x																																										
488	Oris	UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava	amicarbazona (triazolinona) + tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/oris_10104.html	4515	350 + 250		Pó molhável (WP)																																								x																																																																																																									
